image_id,file_name,length_cm,width_cm,height_cm,bbox_x,bbox_y,bbox_w,bbox_h,belt_y,side_sign
1056,parcel_01056.jpg,22,38,13,27.26,213.14,59.25,20.57,143,-1
1057,parcel_01057.jpg,83,48,13,137.91,151.33,207.86,38.28,139,-1
1058,parcel_01058.jpg,30,24,57,215.23,163.47,77.24,91.28,162,1
1059,parcel_01059.jpg,83,29,22,170.04,169.83,193.78,39.34,159,-1
1060,parcel_01060.jpg,47,38,22,118.09,184.65,109.03,42.27,136,1
1061,parcel_01061.jpg,88,39,46,35.0,156.13,152.73,68.9,152,-1
1062,parcel_01062.jpg,85,38,13,83.76,183.59,167.26,23.16,150,1
1063,parcel_01063.jpg,84,25,16,73.18,175.0,109.76,20.81,155,1
1064,parcel_01064.jpg,43,65,27,29.23,151.86,155.3,58.92,138,1
1065,parcel_01065.jpg,59,53,22,93.69,171.73,120.37,28.31,147,-1
1066,parcel_01066.jpg,89,61,36,46.58,189.2,129.75,41.41,169,1
1067,parcel_01067.jpg,38,43,38,205.17,143.8,115.48,73.12,131,-1
1068,parcel_01068.jpg,73,56,40,146.39,167.17,116.82,41.07,158,-1
1069,parcel_01069.jpg,67,14,28,205.24,178.93,84.04,30.56,158,-1
1070,parcel_01070.jpg,37,61,30,78.87,158.77,110.32,54.59,137,-1
1071,parcel_01071.jpg,79,24,49,84.34,145.04,112.41,56.67,131,1
1072,parcel_01072.jpg,37,61,46,143.71,157.47,70.34,50.32,143,1
1073,parcel_01073.jpg,47,49,29,254.81,179.19,85.39,39.37,150,-1
1074,parcel_01074.jpg,37,38,53,170.83,151.15,96.35,101.14,152,-1
1075,parcel_01075.jpg,47,55,10,96.03,176.54,131.1,23.74,159,-1
1076,parcel_01076.jpg,44,30,45,61.39,178.23,80.76,51.58,138,-1
1077,parcel_01077.jpg,84,19,25,189.43,191.04,154.47,44.77,135,1
1078,parcel_01078.jpg,55,38,33,48.67,143.62,147.24,62.1,137,-1
1079,parcel_01079.jpg,59,27,17,257.39,221.85,89.79,19.25,162,-1
1080,parcel_01080.jpg,22,20,13,168.4,215.66,48.68,18.13,172,1
1081,parcel_01081.jpg,88,45,32,101.4,185.39,126.06,37.76,148,1
1082,parcel_01082.jpg,64,59,40,150.39,175.65,128.41,61.3,133,-1
1083,parcel_01083.jpg,53,61,55,27.63,160.0,148.02,96.0,156,1
1084,parcel_01084.jpg,18,61,53,94.61,180.61,60.06,60.67,137,1
1085,parcel_01085.jpg,75,63,55,84.14,155.6,168.11,91.29,153,-1
1086,parcel_01086.jpg,81,22,36,106.03,198.19,141.42,40.9,145,1
1087,parcel_01087.jpg,26,54,53,120.69,170.25,93.1,75.74,166,-1
1088,parcel_01088.jpg,60,69,35,191.76,178.11,139.3,59.61,141,1
1089,parcel_01089.jpg,34,25,18,58.77,204.85,94.59,36.49,159,1
1090,parcel_01090.jpg,34,18,53,95.92,182.08,47.12,47.61,165,1
1091,parcel_01091.jpg,89,25,30,170.43,195.22,161.66,49.49,172,-1
1092,parcel_01092.jpg,44,55,39,123.82,176.39,117.67,60.03,159,1
1093,parcel_01093.jpg,68,33,41,100.89,144.68,133.19,58.61,137,-1
1094,parcel_01094.jpg,64,53,37,115.83,156.08,158.88,71.44,141,1
1095,parcel_01095.jpg,69,42,20,71.41,163.77,91.87,25.08,131,1
1096,parcel_01096.jpg,63,70,40,233.49,164.0,104.44,44.85,151,-1
1097,parcel_01097.jpg,84,54,46,64.98,165.87,199.29,80.17,162,1
1098,parcel_01098.jpg,35,40,44,265.32,194.39,68.78,49.06,173,-1
1099,parcel_01099.jpg,38,54,51,210.26,163.84,96.59,81.96,159,1
1100,parcel_01100.jpg,26,52,32,117.3,194.35,77.88,47.89,167,1
1101,parcel_01101.jpg,54,16,45,136.95,155.74,101.79,56.88,143,-1
1102,parcel_01102.jpg,28,53,52,167.05,168.76,100.64,71.25,161,-1
1103,parcel_01103.jpg,87,51,45,157.72,165.28,171.17,66.56,157,1
1104,parcel_01104.jpg,56,25,29,75.85,201.45,100.12,36.47,140,1
1105,parcel_01105.jpg,87,42,57,135.51,177.81,119.13,65.22,171,-1
1106,parcel_01106.jpg,36,44,51,35.33,158.86,76.1,64.12,139,-1
1107,parcel_01107.jpg,47,59,48,182.28,169.46,161.22,86.54,169,-1
1108,parcel_01108.jpg,54,12,8,110.22,221.9,84.54,12.2,137,1
1109,parcel_01109.jpg,68,40,8,74.6,174.0,156.75,28.07,141,-1
1110,parcel_01110.jpg,76,55,21,220.61,197.1,112.99,25.14,155,-1
1111,parcel_01111.jpg,66,67,21,155.56,201.92,152.05,38.17,173,-1
1112,parcel_01112.jpg,29,20,14,248.76,215.02,76.74,22.9,162,1
1113,parcel_01113.jpg,90,36,48,128.36,163.51,169.03,74.72,143,-1
1114,parcel_01114.jpg,55,47,10,38.72,208.39,82.57,11.64,138,1
1115,parcel_01115.jpg,46,21,36,246.15,163.63,82.85,53.13,131,1
1116,parcel_01116.jpg,18,68,45,215.24,168.83,77.75,64.91,150,1
1117,parcel_01117.jpg,24,39,59,113.65,162.57,54.3,76.63,158,-1
1118,parcel_01118.jpg,30,37,47,50.6,161.89,94.39,73.68,140,1
1119,parcel_01119.jpg,34,52,55,49.45,168.97,84.58,79.82,167,-1
1120,parcel_01120.jpg,73,60,22,120.49,191.17,158.04,35.3,160,-1
1121,parcel_01121.jpg,53,57,47,148.57,190.39,128.52,51.79,138,-1
1122,parcel_01122.jpg,45,14,49,117.24,196.46,66.54,40.07,149,1
1123,parcel_01123.jpg,79,31,53,86.38,150.77,161.73,85.07,135,-1
1124,parcel_01124.jpg,69,21,57,51.88,161.21,84.67,45.95,153,1
1125,parcel_01125.jpg,90,34,56,112.4,166.41,168.55,81.21,167,-1
1126,parcel_01126.jpg,84,59,37,115.77,166.05,201.76,77.02,161,1
1127,parcel_01127.jpg,20,18,59,227.8,161.43,45.03,80.63,148,-1
1128,parcel_01128.jpg,53,30,34,26.24,187.24,85.5,33.62,163,1
1129,parcel_01129.jpg,41,17,59,206.5,146.41,93.32,89.42,132,1
1130,parcel_01130.jpg,35,53,56,238.29,194.09,65.09,51.87,151,-1
1131,parcel_01131.jpg,40,48,48,33.18,172.34,86.0,65.15,140,-1
1132,parcel_01132.jpg,89,30,37,68.46,207.45,120.79,35.36,160,-1
1133,parcel_01133.jpg,34,67,23,246.86,194.82,76.14,32.44,156,1
1134,parcel_01134.jpg,41,16,47,105.13,164.49,94.93,78.55,154,1
1135,parcel_01135.jpg,40,41,23,67.31,157.96,92.91,37.74,136,-1
1136,parcel_01136.jpg,81,60,26,224.0,195.28,124.47,32.84,162,1
1137,parcel_01137.jpg,34,25,12,40.63,184.58,50.04,14.28,140,1
1138,parcel_01138.jpg,52,51,47,163.43,163.44,118.71,78.73,135,-1
1139,parcel_01139.jpg,75,64,28,134.77,140.09,151.37,48.37,136,-1
1140,parcel_01140.jpg,24,69,53,181.36,151.64,66.48,50.37,147,1
1141,parcel_01141.jpg,59,53,47,105.76,170.15,145.65,60.21,161,-1
1142,parcel_01142.jpg,39,65,9,189.73,192.68,93.96,16.5,142,-1
1143,parcel_01143.jpg,80,41,26,229.98,173.46,104.25,28.0,150,1
1144,parcel_01144.jpg,35,20,48,67.58,167.19,78.46,78.77,163,-1
1145,parcel_01145.jpg,62,46,12,77.85,191.45,122.54,21.9,167,-1
1146,parcel_01146.jpg,67,24,9,112.06,181.93,148.7,18.3,170,-1
1147,parcel_01147.jpg,89,48,34,53.97,164.51,212.43,47.89,157,1
1148,parcel_01148.jpg,84,12,50,151.56,166.06,149.24,73.72,159,-1
1149,parcel_01149.jpg,63,31,31,100.64,182.27,125.69,51.6,149,1
1150,parcel_01150.jpg,33,54,38,77.39,190.87,68.04,44.79,145,1
1151,parcel_01151.jpg,19,23,44,289.52,143.17,51.94,64.94,135,1
1152,parcel_01152.jpg,37,29,36,152.12,207.62,56.52,37.74,137,-1
1153,parcel_01153.jpg,61,58,33,105.05,161.58,103.08,44.89,134,-1
1154,parcel_01154.jpg,79,51,27,184.61,185.01,176.58,41.92,152,-1
1155,parcel_01155.jpg,31,26,52,106.86,164.44,88.08,68.16,153,-1
1156,parcel_01156.jpg,76,69,8,44.55,190.06,199.1,26.31,156,1
1157,parcel_01157.jpg,87,23,15,57.6,217.16,115.51,21.34,166,1
1158,parcel_01158.jpg,58,62,16,31.7,197.92,116.87,32.26,170,1
1159,parcel_01159.jpg,19,62,23,216.96,187.14,94.42,42.92,167,1
1160,parcel_01160.jpg,39,38,24,241.86,177.58,91.86,38.43,170,-1
1161,parcel_01161.jpg,19,65,36,27.88,189.82,84.53,51.88,156,-1
1162,parcel_01162.jpg,18,44,9,89.81,206.59,61.95,17.86,163,-1
1163,parcel_01163.jpg,53,53,36,221.64,179.13,88.64,46.06,141,-1
1164,parcel_01164.jpg,88,64,58,58.06,124.39,242.02,126.33,167,1
1165,parcel_01165.jpg,64,47,44,206.8,176.22,133.42,66.04,172,1
1166,parcel_01166.jpg,55,50,42,44.58,171.5,170.2,71.34,158,-1
1167,parcel_01167.jpg,45,41,39,183.32,188.92,93.91,56.39,164,1
1168,parcel_01168.jpg,67,41,26,109.06,161.61,98.24,29.9,151,-1
1169,parcel_01169.jpg,46,61,38,65.09,156.66,136.34,70.71,147,-1
1170,parcel_01170.jpg,31,27,22,275.44,204.24,47.14,21.42,167,1
1171,parcel_01171.jpg,80,33,26,217.8,207.73,104.95,31.71,148,1
1172,parcel_01172.jpg,77,22,8,152.47,194.39,164.69,24.57,172,1
1173,parcel_01173.jpg,40,65,15,34.79,200.79,105.29,32.31,161,1
1174,parcel_01174.jpg,67,39,33,171.27,148.94,138.85,43.82,142,-1
1175,parcel_01175.jpg,34,13,56,71.56,161.22,77.97,86.1,158,-1
1176,parcel_01176.jpg,87,35,60,153.86,156.7,202.29,87.81,152,-1
1177,parcel_01177.jpg,90,52,56,191.6,188.5,146.35,57.1,169,1
1178,parcel_01178.jpg,28,30,57,189.61,163.59,74.41,81.1,151,-1
1179,parcel_01179.jpg,68,33,60,173.52,157.91,111.13,79.74,153,1
1180,parcel_01180.jpg,47,63,30,48.69,176.65,133.8,48.08,156,1
1181,parcel_01181.jpg,62,66,8,229.91,220.49,96.09,13.5,170,-1
1182,parcel_01182.jpg,65,42,44,140.48,154.9,140.25,76.27,139,-1
1183,parcel_01183.jpg,36,41,47,197.89,160.34,98.46,83.02,131,1
1184,parcel_01184.jpg,38,50,47,90.76,149.33,129.23,75.63,136,1
1185,parcel_01185.jpg,32,28,17,88.46,177.96,92.87,39.67,171,1
1186,parcel_01186.jpg,82,68,24,116.42,160.92,187.53,36.58,144,1
1187,parcel_01187.jpg,29,62,34,118.89,156.09,69.81,48.26,143,1
1188,parcel_01188.jpg,36,54,11,149.01,186.81,106.17,29.97,170,-1
1189,parcel_01189.jpg,85,38,49,109.95,183.76,111.83,52.48,165,1
1190,parcel_01190.jpg,34,14,50,194.37,194.71,59.94,49.47,155,1
1191,parcel_01191.jpg,71,25,58,68.04,179.34,84.21,40.91,160,1
1192,parcel_01192.jpg,57,26,16,41.83,160.94,120.09,26.98,147,1
1193,parcel_01193.jpg,67,62,38,190.3,175.39,168.51,67.37,171,-1
1194,parcel_01194.jpg,38,14,32,140.09,163.67,59.68,37.11,152,-1
1195,parcel_01195.jpg,50,49,50,141.79,169.33,128.49,76.09,160,1
1196,parcel_01196.jpg,59,37,55,136.96,184.56,81.08,50.45,133,1
1197,parcel_01197.jpg,38,25,44,206.45,175.62,99.71,68.76,159,-1
1198,parcel_01198.jpg,45,58,55,57.41,152.91,121.85,82.98,148,-1
1199,parcel_01199.jpg,54,27,12,224.93,201.03,115.46,21.05,165,-1
1200,parcel_01200.jpg,20,32,54,112.06,157.29,64.12,94.98,154,1
1201,parcel_01201.jpg,26,46,26,196.78,171.28,72.68,39.03,132,1
1202,parcel_01202.jpg,72,54,36,109.83,175.91,122.98,39.96,164,1
1203,parcel_01203.jpg,34,24,34,242.05,175.3,73.88,41.83,130,1
1204,parcel_01204.jpg,79,37,9,37.47,183.82,139.69,24.01,148,1
1205,parcel_01205.jpg,57,52,24,159.12,175.07,144.72,39.62,145,1
1206,parcel_01206.jpg,39,17,12,164.83,217.65,54.72,12.67,167,-1
1207,parcel_01207.jpg,80,57,20,67.57,206.68,166.85,28.69,131,-1
1208,parcel_01208.jpg,32,38,26,278.32,160.64,58.86,35.57,148,1
1209,parcel_01209.jpg,46,27,38,230.35,189.99,70.31,42.56,160,-1
1210,parcel_01210.jpg,88,70,12,37.09,205.9,209.9,31.25,155,1
1211,parcel_01211.jpg,65,20,36,220.28,182.06,93.2,34.02,146,1
1212,parcel_01212.jpg,57,26,60,135.81,177.03,101.36,64.19,172,-1
1213,parcel_01213.jpg,87,17,19,55.75,218.13,126.0,19.47,147,1
1214,parcel_01214.jpg,66,67,48,86.28,168.64,180.47,74.21,162,1
1215,parcel_01215.jpg,30,16,10,239.5,214.18,62.53,15.17,163,1
1216,parcel_01216.jpg,27,29,16,156.4,194.85,56.9,25.74,134,1
1217,parcel_01217.jpg,33,26,34,84.8,150.07,98.42,52.63,146,-1
1218,parcel_01218.jpg,42,13,47,97.25,163.76,69.25,52.58,159,-1
1219,parcel_01219.jpg,69,50,11,119.16,208.89,170.78,32.91,158,-1
1220,parcel_01220.jpg,29,45,44,20.31,165.13,109.43,78.9,143,-1
1221,parcel_01221.jpg,86,55,39,191.28,166.34,163.88,54.48,141,1
1222,parcel_01222.jpg,47,34,52,124.57,169.38,75.28,61.42,140,-1
1223,parcel_01223.jpg,49,48,41,165.39,183.55,127.14,61.1,168,-1
1224,parcel_01224.jpg,70,19,34,161.66,179.62,163.02,56.0,163,1
1225,parcel_01225.jpg,20,27,30,184.56,175.59,35.8,31.12,132,1
1226,parcel_01226.jpg,86,28,51,155.55,157.65,175.11,87.02,151,-1
1227,parcel_01227.jpg,50,58,11,57.34,147.25,101.33,19.2,139,1
1228,parcel_01228.jpg,75,69,23,61.09,190.02,137.78,31.97,144,-1
1229,parcel_01229.jpg,78,65,55,221.79,164.24,138.02,58.42,133,-1
1230,parcel_01230.jpg,18,13,22,255.36,175.47,47.46,43.16,146,-1
1231,parcel_01231.jpg,76,17,16,121.56,166.35,124.45,21.79,135,-1
1232,parcel_01232.jpg,74,56,30,76.23,181.99,165.96,49.01,140,1
1233,parcel_01233.jpg,81,51,20,101.79,197.56,159.31,35.15,173,1
1234,parcel_01234.jpg,24,66,38,34.82,161.23,79.62,49.78,156,1
1235,parcel_01235.jpg,47,61,42,101.35,158.96,131.26,61.12,149,1
1236,parcel_01236.jpg,83,41,52,111.29,155.48,199.94,79.97,142,-1
1237,parcel_01237.jpg,84,60,50,80.17,172.93,195.41,65.29,144,1
1238,parcel_01238.jpg,77,25,10,165.07,214.07,148.99,23.38,165,-1
1239,parcel_01239.jpg,88,12,36,205.83,195.39,147.46,49.23,155,-1
1240,parcel_01240.jpg,69,19,14,90.01,184.6,146.62,33.63,163,-1
1241,parcel_01241.jpg,23,22,31,293.19,190.16,62.38,42.44,142,-1
1242,parcel_01242.jpg,88,12,41,84.98,168.8,190.99,75.69,156,-1
1243,parcel_01243.jpg,38,22,55,107.23,161.75,77.87,84.23,157,-1
1244,parcel_01244.jpg,32,64,21,196.09,162.85,72.48,28.66,151,1
1245,parcel_01245.jpg,62,70,49,64.52,150.71,184.31,95.25,146,-1
1246,parcel_01246.jpg,30,56,10,163.3,214.55,91.87,26.75,148,1
1247,parcel_01247.jpg,72,17,43,115.23,167.83,148.45,65.94,143,-1
1248,parcel_01248.jpg,77,22,22,98.99,141.35,99.46,22.26,136,-1
1249,parcel_01249.jpg,23,22,21,195.4,201.61,64.04,28.11,164,-1
1250,parcel_01250.jpg,53,42,11,145.8,168.65,93.9,18.39,132,1
